"ID","biorxiv","published","title","year","journal","doi","author","author_name","author_email","author_address","hypothesis","rationale","MR_design","outcome","outcome_info","outcome_group","outcome_definition","outcome_study","outcome_age_range","outcome_sex","outcome_n_case_current","outcome_n_control_current","outcome_n_case_og","outcome_n_control_og","outcome_n_difference_reason","outcome_health_status","outcome_population","exposure","exposure_definition","exposure_study","exposure_age","exposure_sex","exposure_n_current","exposure_n_og","exposure_n_difference_reason","exposure_health_status","exposure_population","exposure_covariates_model","exposure_genotyping_dataset","exposure_independence","exposure_pleiotropy","exposure_pvalue","exposure_palindrome","exposure_proxy","exposure_HWE","IV_single","IV_multiple","IV_GRS","n_SNP_og","n_SNP_difference_reason","power_calculation","power_calculation_how","MR_method","MR_sensitivity_method1","MR_sensitivity_method2","MR_sensitivity_method3","MR_sensitivity_method4","MR_sensitivity_method5","MR_sensitivity_method_results","IV_strength","analysis_software","analysis_programme","replication_independent","replication_subsetting","multiple_testing","exposure_units","outcome_units","effect_estimate","estimate","se","ci_percent","ci_lower","ci_upper","p","adjustment_method","p_adjusted","limitations_overall","limitations_pleiotropy","limitations_population_stratification","limitations_statistical_power","notes","ID_analysis"
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","One-sample","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","mean=57.1","females","26222","118397",NA,NA,NA,"Case/control","White British","BMI","BMI","Locke 2015 BMI European adults both",NA,"both","144619","322154","One-sample","Healthy","White British","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed",NA,NA,"73","77","exclusion due to potential pleiotropy","Not discussed",NA,"Two-stage-least-squares","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.23",NA,"95","1.1","1.38","2.0000000000000001E-4",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.","Unrelated females",1749
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","Two-sample summary-level","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","mean=57.3","both","41397","246106",NA,NA,NA,"Case/control","White British","BMI","BMI","Locke 2015 BMI European adults both",NA,"both","287503","322154","One-sample","Healthy","White British","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed","73",NA,NA,"77","exclusion due to potential pleiotropy","Not discussed",NA,"Inverse variance weighted","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.12",NA,"95","1.04","1.21","6.0000000000000001E-3",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.","Unrelated individuals",1750
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","Two-sample summary-level","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","mean=57.5","males","15175","127709",NA,NA,NA,"Case/control","White British","BMI","BMI","Locke 2015 BMI European adults both",NA,"both","142884","322154","One-sample","Healthy","White British","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed","73",NA,NA,"77","exclusion due to potential pleiotropy","Not discussed",NA,"Inverse variance weighted","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.1",NA,"95","0.98","1.22","0.1",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.","Unrelated males",1751
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","Two-sample summary-level","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","mean=57.1","females","26222","118397",NA,NA,NA,"Case/control","White British","BMI","BMI","Locke 2015 BMI European adults both",NA,"both","144619","322154","One-sample","Healthy","White British","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed","73",NA,NA,"77","exclusion due to potential pleiotropy","Not discussed",NA,"Inverse variance weighted","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.14",NA,"95","1.04","1.24","5.0000000000000001E-3",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.","Unrelated females",1752
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","Two-sample summary-level","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","Not discussed","both","48791","291995",NA,NA,NA,"Case/control","White British","BMI","BMI","Locke 2015 BMI European adults both",NA,"both","340786","322154","One-sample","Healthy","White British","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed","73",NA,NA,"77","exclusion due to potential pleiotropy","Not discussed",NA,"Inverse variance weighted","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.11",NA,"95","1.02","1.2","0.02",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.","Unrelated and related males and females",1753
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","Two-sample summary-level","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","Not discussed","males","17752","150480",NA,NA,NA,"Case/control","White British","BMI","BMI","Locke 2015 BMI European adults both",NA,"both","168232","322154","One-sample","Healthy","White British","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed","73",NA,NA,"77","exclusion due to potential pleiotropy","Not discussed",NA,"Inverse variance weighted","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.08",NA,"95","0.97","1.2","0.16",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.","Unrelated and related males",1754
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","Two-sample summary-level","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","Not discussed","females","31039","141515",NA,NA,NA,"Case/control","White British","BMI","BMI","Locke 2015 BMI European adults both",NA,"both","172554","322154","One-sample","Healthy","White British","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed","73",NA,NA,"77","exclusion due to potential pleiotropy","Not discussed",NA,"Inverse variance weighted","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.13",NA,"95","1.02","1.25","1.7000000000000001E-2",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.","Unrelated and related females",1755
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","Two-sample summary-level","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","Not discussed","both","45591","97647",NA,NA,NA,"Case/control","European","BMI","BMI","Locke 2015 BMI European adults both",NA,"both","143238","322154","One-sample","Healthy","European","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed","73",NA,NA,"77","exclusion due to potential pleiotropy","Not discussed",NA,"Inverse variance weighted","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.19",NA,"95","1.06","1.34","5.0000000000000001E-3",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.",NA,1756
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","One-sample","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","mean=57.3","both","41397","246106",NA,NA,NA,"Case/control","White British","BMI","neuronal SNPs","Locke 2015 BMI European adults both",NA,"both","287503","322154","Unclear","Healthy","White British","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed",NA,NA,"43","77","4 removed for potential pleiotropy - 73 BMI SNPs were further separated into two subgroups— a neuronal and a non-neuronal group, based on their presence in or near genes enriched in specific pathways as summarized in Supplementary Table 3 of the Locke et al., 2015 paper","Not discussed",NA,"Two-stage-least-squares","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.26",NA,"95","1.07","1.49","1.2999999999999999E-2",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.",NA,1764
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","One-sample","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","mean=57.5","males","15175","127709",NA,NA,NA,"Case/control","White British","BMI","non-neuronal SNPs","Locke 2015 BMI European adults both",NA,"both","142884","322154","Unclear","Healthy","White British","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed",NA,NA,"30","77","4 removed for potential pleiotropy - 73 BMI SNPs were further separated into two subgroups— a neuronal and a non-neuronal group, based on their presence in or near genes enriched in specific pathways as summarized in Supplementary Table 3 of the Locke et al., 2015 paper","Not discussed",NA,"Two-stage-least-squares","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.08",NA,"95","0.93","1.26","0.31",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.",NA,1765
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","Two-sample summary-level","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","mean=57.1","females","26222","118397",NA,NA,NA,"Case/control","White British","BMI","neuronal SNPs","Locke 2015 BMI European adults both",NA,"both","144619","322154","Unclear","Healthy","White British","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed","43",NA,NA,"77","4 removed for potential pleiotropy - 73 BMI SNPs were further separated into two subgroups— a neuronal and a non-neuronal group, based on their presence in or near genes enriched in specific pathways as summarized in Supplementary Table 3 of the Locke et al., 2015 paper","Not discussed",NA,"Inverse variance weighted","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.24",NA,"95","1.06","1.45","0.01",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.",NA,1766
150,"no","yes","Using genetics to understand the causal influence of higher BMI on depression",2018,"Interntaional Journal of Epidemiology","10.1093/ije/dyy223","Tyrrell","Elina Hyppönen","Elina.Hypponen@unisa.edu.au","Australian Centre for Precision Health, University of South Australia Cancer Research Institute, Adelaide, SA, Australia","Effect of body mass index and favourable adiposity on depression","Depression is more common in obese than non-obese individuals, especially in women, but the causal relationship between obesity and depression is complex and uncertain.","Two-sample summary-level","depression","depression","mental health","Individuals were considered a case if they met one or more of the following criteria: • self-reported seeing a GP for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • self-reported seeing a psychiatrist for nerves/anxiety or depression AND reported at least a 2-week duration of depression or unenthusiasm; • had the following ICD-10 codes in the Hospital Episode Statistics: F33 representing recurrent major depressive disorder (MDD) or F32 representing single-episodeMDD.","Current study","Not discussed","both","45591","97647",NA,NA,NA,"Case/control","European","BMI","non-neuronal SNPs","Locke 2015 BMI European adults both",NA,"both","143238","322154","Unclear","Healthy","European","Not discussed","Not discussed","Not discussed","We also excluded variants if they were known to be classified as a secondary signal within a locus.","5x10-8","Not discussed","Not discussed","Not discussed","30",NA,NA,"77","4 removed for potential pleiotropy - 73 BMI SNPs were further separated into two subgroups— a neuronal and a non-neuronal group, based on their presence in or near genes enriched in specific pathways as summarized in Supplementary Table 3 of the Locke et al., 2015 paper","Not discussed",NA,"Inverse variance weighted","MR Egger","Weighted median",NA,NA,NA,"Consistent with main analysis","Not discussed","Stata and R","Not discussed","Not discussed","Not discussed","No","SD",NA,"OR","1.14",NA,"95","0.94","1.38","0.21",NA,NA,"the UK Biobank participants were born between 1938 and 1971, and the causal associations may not apply to younger birth cohorts or be generalizable outside the UK. However, our results were consistent with several other studies which used data from individuals of different ages and from different European countries14,15 and PGC data excluding the UK Biobank. Second, the definition of depression was not gold standard; we used both Hospital Episode Statistic data and derived self-reported data to identify depression cases.","the BMI GRS was associated with smoking. However, this association was minimal in comparison with the strength of the association with raw BMI, and unlikely to be altering the results of this study.","Finally, the one-sample approaches in the unrelated individuals may not fully account for genetic population differences.","the favourable adiposity GRS only explains a small percentage of the variance in BMI, but the large number of depression cases in the UK Biobank and PGC data meant we had sufficient power to detect a 1.23 higher OR per 1-SD higher BMI, an effect only slightly higher than that of the observational BMI-depression association.",NA,1767
